SQ-2-SE-4-PG-24-CC-39-810,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-31-4498,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-2-SE-4-PG-24-CC-24-5094,"What experience, skills and qualifications do your assessors have?"
SQ-1-SE-1-PG-6-84,Overall executive management
SQ-2-SE-4-PG-24-CC-42-1194,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-2564,
SQ-2-SE-4-PG-24-CC-32-1774,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-40-2054,How will you conduct end-point assessments?
SQ-1-SE-2-PG-15-W_DEL-02-222,Job title
SQ-1-SE-2-PG-19-M_DEL-10-270,"Confirm whether, within the past 5 years, anyone who represents, supervises or has control in your organisation or a partner or parent organisations has been convicted of any offence that relates to fraud affecting the European Communities’ financial interests as defined by article 1 of the Convention of the Protection of the Financial Interests of the European Communities, including:"
SQ-1-SE-1-PG-6-CD-14.1-93,
SQ-2-SE-4-PG-24-CC-41-2182,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-CC-08-1590,Post code9
SQ-2-SE-4-PG-24-CC-24-1622,"What experience, skills and qualifications do your assessors have?"
SQ-1-SE-2-PG-21-A_DEL-27-384,"Ofqual,The QAA,Awarding organisations,Other similar bodies"
SQ-2-SE-4-PG-24-CC-40-4162,How will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-42-3426,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-CC-27-5354,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-CC-33-4382,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-33-4630,Provide your UK Provider Registration Number (UKPRN)6
SQ-1-SE-2-PG-19-M_DEL-11-276,"<ul class=""govuk-list govuk-list--bullet""><li>section 41 of the Counter Terrorism Act 2008</li><li>schedule 2 of the Counter Terrorism Act 2008 where the court has determined that there is a terrorist connection</li><li>any offence under sections 44 to 46 of the Serious Crime Act 2007</li></ul><p class=""govuk-body"">Answer ‘yes’ if anyone who represents, supervises or has control in your organisation or a partner or parent organisation has been convicted of any of the above.</p>"
SQ-2-SE-4-PG-24-CC-39-3910,Where will you conduct end-point assessments?
SQ-1-SE-2-PG-22-A_DEL-30-439,Do you agree your company details will be added to the register of end-point assessment organisations if your application is successful?
SQ-2-SE-4-PG-24-CC-06-5430,Post code6
SQ-1-SE-1-PG-9-CD-17.1-130,What is your number
SQ-2-SE-4-PG-24-CC-01-3310,Address9
SQ-1-SE-2-PG-18-W_DEL-04.1-243,When will you be ready to do your first assessments?
SQ-2-SE-4-PG-24-CC-38-5518,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-1-SE-2-PG-20-D_DEL-13-287,In breach of tax payments
SQ-1-SE-2-PG-21-A_DEL-25-354,Has your organisation withdrawn from a contract for the delivery of services within the last 3 years?
SQ-2-SE-4-PG-24-CC-01-954,Address9
SQ-2-SE-4-PG-24-CC-04-1086,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-42-946,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-1-SE-1-PG-13-173,Director further details
SQ-1-SE-2-PG-20-D_DEL-13-286,Have members of your organisation or a partner organisation been legally found to be in breach of tax payments or social security contributions?
SQ-2-SE-4-PG-24-CC-33-4754,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-28-2258,Do you have a complaints and appeals procedure?
SQ-1-SE-2-PG-18-W_DEL-04.1-244,
SQ-2-SE-4-PG-24-CC-41-3670,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-CC-24-1994,"What experience, skills and qualifications do your assessors have?"
SQ-2-SE-4-PG-24-CC-14-4950,Email address8
SQ-2-SE-4-PG-24-CC-37-4026,Full name2
SQ-2-SE-4-PG-24-CC-08-1094,Post code9
SQ-2-SE-4-PG-24-CC-34-3022,Do you intend to outsource any of your end-point assessment?
SQ-2-SE-4-PG-24-CC-37-3530,Full name2
SQ-2-SE-4-PG-24-CC-39-3662,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-HEADER-16-4222,
SQ-2-SE-4-PG-24-CC-10-5066,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-27-890,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-CC-32-5494,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-22-870,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-1-SE-1-PG-2-CD-01-14,Do you want to use your trading name on the register?
SQ-2-SE-4-PG-24-CC-21-4214,How many assessors do you have?
SQ-2-SE-4-PG-24-CC-42-5410,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-CC-01-1450,Address9
SQ-1-SE-2-PG-21-A_DEL-25.2-363,Full name
SQ-2-SE-4-PG-24-3305,
SQ-2-SE-4-PG-24-CC-01-1202,Address9
SQ-2-SE-4-PG-24-2812,
SQ-1-SE-1-PG-8-CD-16.1-117,
SQ-2-SE-4-PG-24-CC-26-1878,Do you monitor assessor practice and decisions?
SQ-2-SE-4-PG-24-CC-28-4862,Do you have a complaints and appeals procedure?
SQ-2-SE-4-PG-24-CC-04-1458,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-2936,
SQ-2-SE-4-PG-24-CC-21-1238,How many assessors do you have?
SQ-2-SE-4-PG-24-CC-38-3534,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-33-3762,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-32-3510,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-42-4914,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-CC-33-2026,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-42-5534,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-1-SE-2-PG-21-A_DEL-26.2-379,Reasons why
SQ-2-SE-4-PG-24-CC-32-2890,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-41-3546,How will you develop and maintain the required resources and assessment instruments?
SQ-1-SE-2-PG-15-W_DEL-02-223,Job title
SQ-2-SE-4-PG-24-CC-08-3822,Post code9
SQ-2-SE-4-PG-24-CC-10-4942,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-35-2530,Do you have procedures in place to obtain assurance on the quality of the occupational capacity of the outsourced services?
SQ-2-SE-4-PG-24-CC-34-542,Do you intend to outsource any of your end-point assessment?
SQ-1-SE-2-PG-20-D_DEL-14-295,Bankruptcy and Insolvency
SQ-2-SE-4-PG-24-HEADER-16-4718,
SQ-2-SE-4-PG-24-CC-04-5302,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-26-1010,Do you monitor assessor practice and decisions?
SQ-2-SE-4-PG-24-CC-36-2038,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-2-SE-4-PG-24-CC-37-1670,Full name2
SQ-2-SE-4-PG-24-2316,
SQ-2-SE-4-PG-24-CC-08-3326,Post code9
SQ-1-SE-1-PG-6-CD-14-90,Does <person named> hold any other positions or directorships of other organisations?
SQ-1-SE-2-PG-21-A_DEL-25.2-364,
SQ-2-SE-4-PG-24-CC-41-3918,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-CC-42-3054,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-CC-36-4642,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-2-SE-4-PG-24-CC-39-1926,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-33-5374,Provide your UK Provider Registration Number (UKPRN)6
SQ-1-SE-2-PG-21-A_DEL-28.1-400,
SQ-2-SE-4-PG-24-CC-37-3282,Full name2
SQ-2-SE-4-PG-24-CC-35-3770,Do you have procedures in place to obtain assurance on the quality of the occupational capacity of the outsourced services?
SQ-1-SE-2-PG-19-M_DEL-07-259,Do you agree to inform the Education and Skills Funding Agency as soon as possible if there are any changes to the information you’re providing in this declaration?
SQ-1-SE-1-PG-7-100,Ofqual recognition number
SQ-1-SE-1-PG-12-CD-22-170,"Has any director, or any other person with significant control of your organisation, had one or more of the following?"
SQ-2-SE-4-PG-24-CC-41-3422,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-CC-38-3906,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-34-5254,Do you intend to outsource any of your end-point assessment?
SQ-2-SE-4-PG-24-CC-14-3958,Email address8
SQ-2-SE-4-PG-24-CC-24-4722,"What experience, skills and qualifications do your assessors have?"
SQ-1-SE-1-PG-7-CD-15.1-108,
SQ-1-SE-1-PG-7-97,Ofqual recognition number
SQ-2-SE-4-PG-24-CC-24-3110,"What experience, skills and qualifications do your assessors have?"
SQ-2-SE-4-PG-24-CC-39-5398,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-24-2986,"What experience, skills and qualifications do your assessors have?"
SQ-2-SE-4-PG-24-CC-42-698,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-1-SE-3-PG-23-FHA-01-446,Upload your financial evidences
SQ-2-SE-4-PG-24-CC-10-4694,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-29-2138,Do you allow for fair access?
SQ-2-SE-4-PG-24-CC-37-3158,Full name2
SQ-2-SE-4-PG-24-HEADER-16-4470,
SQ-2-SE-4-PG-24-CC-38-1922,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-1-SE-2-PG-21-A_DEL-30-410,Does your organisation have any outstanding or ongoing legal dispute that could prevent you from conducting end-point assessments?
SQ-2-SE-4-PG-24-CC-21-1362,How many assessors do you have?
SQ-2-SE-4-PG-24-CC-42-2682,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-1-SE-1-PG-6-CD-14.1-95,
SQ-2-SE-4-PG-24-CC-33-2522,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-40-1682,How will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-26-3242,Do you monitor assessor practice and decisions?
SQ-2-SE-4-PG-24-CC-22-4466,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-1-SE-2-PG-21-A_DEL-29.1-407,
SQ-2-SE-4-PG-24-CC-10-1718,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-39-686,Where will you conduct end-point assessments?
SQ-1-SE-2-PG-21-A_DEL-25.2-362,Full name
SQ-2-SE-4-PG-24-CC-32-5370,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-39-4778,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-27-642,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-CC-04-2946,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-38-3410,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-29-2014,Do you allow for fair access?
SQ-2-SE-4-PG-24-CC-36-3030,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-2-SE-4-PG-24-CC-21-1486,How many assessors do you have?
SQ-2-SE-4-PG-24-CC-01-3434,Address9
SQ-1-SE-1-PG-4-48,Contract notice contact details
SQ-2-SE-4-PG-24-CC-27-1758,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-HEADER-14-3438,
SQ-2-SE-4-PG-24-CC-27-2626,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-CC-32-1898,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-10-4322,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-32-1526,Provide your UK Provider Registration Number (UKPRN)5
SQ-2-SE-4-PG-24-CC-42-1566,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-3928,
SQ-2-SE-4-PG-24-CC-06-1338,Post code6
SQ-2-SE-4-PG-24-CC-27-4734,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-CC-32-3138,Provide your UK Provider Registration Number (UKPRN)5
SQ-1-SE-2-PG-21-A_DEL-30.1-413,
SQ-2-SE-4-PG-24-CC-25-2618,How do you ensure your assessors occupational expertise is maintained and kept current?<br/>Include examples of your professional development activities.
SQ-2-SE-4-PG-24-HEADER-15-3466,
SQ-2-SE-4-PG-24-4672,
SQ-2-SE-4-PG-24-CC-08-3202,Post code9
SQ-2-SE-4-PG-24-CC-34-1162,Do you intend to outsource any of your end-point assessment?
SQ-2-SE-4-PG-24-CC-22-1862,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-1-SE-2-PG-21-A_DEL-25.3-368,
SQ-2-SE-4-PG-24-1694,
SQ-2-SE-4-PG-24-CC-28-1266,Do you have a complaints and appeals procedure?
SQ-2-SE-4-PG-24-CC-38-2046,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-1-SE-2-PG-21-A_DEL-27.2-390,Reasons why
SQ-2-SE-4-PG-24-5165,
SQ-2-SE-4-PG-24-3556,
SQ-2-SE-4-PG-24-5044,
SQ-2-SE-4-PG-24-CC-25-3486,How do you ensure your assessors occupational expertise is maintained and kept current?<br/>Include examples of your professional development activities.
SQ-2-SE-4-PG-24-CC-39-2050,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-31-2142,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-2-SE-4-PG-24-CC-33-3390,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-37-3902,Full name2
SQ-2-SE-4-PG-24-4669,
SQ-2-SE-4-PG-24-HEADER-14-462,
SQ-1-SE-2-PG-20-281,Grounds for discretionary exclusion
SQ-1-SE-2-PG-21-A_DEL-26.2-380,
SQ-2-SE-4-PG-24-HEADER-15-738,
SQ-2-SE-4-PG-24-CC-25-510,How do you ensure your assessors occupational expertise is maintained and kept current?<br/>Include examples of your professional development activities.
SQ-2-SE-4-PG-24-CC-26-4978,Do you monitor assessor practice and decisions?
SQ-2-SE-4-PG-24-CC-38-1426,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-34-3766,Do you intend to outsource any of your end-point assessment?
SQ-2-SE-4-PG-24-CC-14-3710,Email address8
SQ-2-SE-4-PG-24-CC-40-5402,How will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-34-3146,Do you intend to outsource any of your end-point assessment?
SQ-2-SE-4-PG-24-HEADER-16-5462,
SQ-2-SE-4-PG-24-CC-24-3234,"What experience, skills and qualifications do your assessors have?"
SQ-2-SE-4-PG-24-CC-01-5294,Address9
SQ-2-SE-4-PG-24-CC-39-1058,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-06-1090,Post code6
SQ-2-SE-4-PG-24-CC-31-4374,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-1-SE-2-PG-18-234,
SQ-2-SE-4-PG-24-CC-27-4982,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-CC-36-5386,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-1-SE-1-PG-4-45,Provide contact details that ESFA will use for contract notice if your application is successful
SQ-2-SE-4-PG-24-CC-08-2334,Post code9
SQ-2-SE-4-PG-24-CC-41-1190,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-CC-22-498,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-2-SE-4-PG-24-CC-26-4606,Do you monitor assessor practice and decisions?
SQ-2-SE-4-PG-24-CC-31-654,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-2-SE-4-PG-24-CC-39-934,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-39-4654,Where will you conduct end-point assessments?
SQ-2-SE-4-PG-24-HEADER-15-862,
SQ-2-SE-4-PG-24-CC-12-2590,Email address5
SQ-1-SE-2-PG-21-A_DEL-28-395,Repaying public money
SQ-2-SE-4-PG-24-CC-22-3598,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-1-SE-2-PG-21-A_DEL-30-411,Legal disputes
SQ-2-SE-4-PG-24-CC-40-3914,How will you conduct end-point assessments?
SQ-2-SE-4-PG-24-CC-38-4154,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-24-4598,"What experience, skills and qualifications do your assessors have?"
SQ-2-SE-4-PG-24-CC-37-4646,Full name2
SQ-2-SE-4-PG-24-CC-38-4278,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-06-594,Post code6
SQ-1-SE-2-PG-21-A_DEL-22.1-333,
SQ-2-SE-4-PG-24-CC-39-2546,Where will you conduct end-point assessments?
SQ-1-SE-2-PG-21-A_DEL-22-332,"<ul class=""govuk-list govuk-list--bullet""><li>been found to be incorrect as of 1 April 2013</li><li>given rise to a criminal conviction for tax-related offences which is unspent, or to a civil penalty for fraud or evasion</li></ul>"
SQ-2-SE-4-PG-24-2561,
SQ-2-SE-4-PG-24-CC-06-2082,Post code6
SQ-2-SE-4-PG-24-CC-27-3990,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-2-SE-4-PG-24-HEADER-16-626,
SQ-2-SE-4-PG-24-CC-31-3134,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-2-SE-4-PG-24-CC-22-2482,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-2-SE-4-PG-24-CC-38-2418,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-25-1254,How do you ensure your assessors occupational expertise is maintained and kept current?<br/>Include examples of your professional development activities.
SQ-2-SE-4-PG-24-CC-41-5530,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-HEADER-15-1606,
SQ-1-SE-2-PG-17-225,Terms and conditions
SQ-2-SE-4-PG-24-4300,
SQ-2-SE-4-PG-24-CC-21-2850,How many assessors do you have?
SQ-2-SE-4-PG-24-HEADER-14-3314,
SQ-2-SE-4-PG-24-CC-14-3462,Email address8
SQ-2-SE-4-PG-24-CC-12-3582,Email address5
SQ-1-SE-2-PG-21-A_DEL-29.1-406,Provide details of any mitigating factors that you think should be taken into consideration
SQ-2-SE-4-PG-24-CC-01-2690,Address9
SQ-1-SE-1-PG-10-136,Part of a group of companies?
SQ-2-SE-4-PG-24-CC-36-3402,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-2-SE-4-PG-24-CC-33-3514,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-06-2702,Post code6
SQ-2-SE-4-PG-24-CC-24-3482,"What experience, skills and qualifications do your assessors have?"
SQ-2-SE-4-PG-24-CC-12-2094,Email address5
SQ-2-SE-4-PG-24-CC-27-2130,"Do you undertake standardisation and moderation activities, including how you sample assessment decisions?"
SQ-1-SE-1-PG-4-CD-09-58,Post code
SQ-2-SE-4-PG-24-CC-38-2170,"How you will manage any potential conflict of interest, particular to other functions your organisation may have?"
SQ-2-SE-4-PG-24-CC-42-1442,Do you have the capacity and capability to deliver the following as part of a complete end-point assessment process?<br/><br/>Secure IT infrastructure
SQ-2-SE-4-PG-24-CC-36-5014,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-2-SE-4-PG-24-CC-41-3298,How will you develop and maintain the required resources and assessment instruments?
SQ-2-SE-4-PG-24-CC-33-2894,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-28-2382,Do you have a complaints and appeals procedure?
SQ-2-SE-4-PG-24-CC-12-730,Email address5
SQ-2-SE-4-PG-24-CC-41-818,How will you develop and maintain the required resources and assessment instruments?
SQ-1-SE-2-PG-21-A_DEL-28.1-397,
SQ-2-SE-4-PG-24-5168,
SQ-2-SE-4-PG-24-CC-22-4218,Provide justification on why you feel this number of assessors is sufficient to carry out the volume of end-point assessments you expect to deliver?
SQ-1-SE-1-PG-7-98,
SQ-2-SE-4-PG-24-CC-31-1894,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-2-SE-4-PG-24-CC-10-2090,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-14-2470,Email address8
SQ-2-SE-4-PG-24-HEADER-16-874,
SQ-2-SE-4-PG-24-CC-28-1514,Do you have a complaints and appeals procedure?
SQ-2-SE-4-PG-24-HEADER-15-2474,
SQ-2-SE-4-PG-24-CC-37-2910,Full name2
SQ-2-SE-4-PG-24-CC-10-4198,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-25-5098,How do you ensure your assessors occupational expertise is maintained and kept current?<br/>Include examples of your professional development activities.
SQ-2-SE-4-PG-24-CC-34-4014,Do you intend to outsource any of your end-point assessment?
SQ-2-SE-4-PG-24-CC-35-2158,Do you have procedures in place to obtain assurance on the quality of the occupational capacity of the outsourced services?
SQ-2-SE-4-PG-24-CC-06-3198,Post code6
SQ-2-SE-4-PG-24-1569,
SQ-2-SE-4-PG-24-CC-26-5226,Do you monitor assessor practice and decisions?
SQ-2-SE-4-PG-24-CC-28-4986,Do you have a complaints and appeals procedure?
SQ-2-SE-4-PG-24-CC-37-5390,Full name2
SQ-1-SE-1-PG-11-152,Directors
SQ-1-SE-2-PG-22-428,Application accuracy
SQ-1-SE-1-PG-1-2,
SQ-2-SE-4-PG-24-CC-31-4002,Do you have a strategy for ensuring comparability and consistency of assessment decisions?
SQ-2-SE-4-PG-24-CC-36-3898,What are your  procedures to obtain assurance on assessment capacity and capability of the outsourced services?
SQ-2-SE-4-PG-24-CC-35-1910,Do you have procedures in place to obtain assurance on the quality of the occupational capacity of the outsourced services?
SQ-2-SE-4-PG-24-CC-33-1778,Provide your UK Provider Registration Number (UKPRN)6
SQ-2-SE-4-PG-24-CC-40-2302,How will you conduct end-point assessments?
SQ-2-SE-4-PG-24-828,
SQ-2-SE-4-PG-24-CC-12-5442,Email address5
SQ-1-SE-2-PG-21-A_DEL-26-371,Company removed from registers
SQ-2-SE-4-PG-24-CC-01-1822,Address9
SQ-2-SE-4-PG-24-CC-10-5314,Provide full details of any remedial action that you think the Education and Skills Funding Agency (ESFA) should take into consideration
SQ-2-SE-4-PG-24-CC-21-1858,How many assessors do you have?
